,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius
year,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
 DJI,27.358333333333334,27.341666666666665,27.73333333333333,27.25,27.59166666666667,27.733333333333334,27.174999999999997,27.25833333333333,27.98333333333333,27.866666666666664,27.35833333333333,27.808333333333334,28.266666666666666,27.51666666666667,27.741666666666664,27.991666666666664,28.025000000000002,28.00833333333333,28.208333333333332,28.541666666666668,27.591666666666665,27.825,27.949999999999992,27.691666666666666,27.733333333333334,27.775000000000006,27.924999999999997,27.858333333333334,27.441666666666663,27.99166666666667,28.133333333333336,27.741666666666664,27.749999999999996,27.925,28.08333333333334,28.141666666666666,28.133333333333336,28.500000000000004,27.875000000000004,28.183333333333326,28.24166666666667,28.775000000000002,28.516666666666666,28.40833333333333,28.483333333333334,28.40833333333333,28.225000000000005,28.174999999999997,28.966666666666665,28.58333333333334,28.499999999999996,28.466666666666665,28.833333333333332,28.54166666666667,29.099999999999998,28.966666666666665,28.758333333333336,28.341666666666665,28.474999999999998,28.166666666666668
 DMA,21.658333333333335,21.533333333333335,21.791666666666668,21.575,21.491666666666664,21.683333333333337,21.408333333333335,21.5,22.008333333333336,21.791666666666668,21.450000000000003,21.65833333333333,21.84166666666667,21.533333333333335,21.5,21.508333333333336,21.933333333333334,22.075000000000003,22.033333333333335,22.33333333333334,22.316666666666666,21.974999999999998,22.441666666666666,21.916666666666668,21.833333333333332,21.95,22.650000000000002,22.308333333333334,21.891666666666666,22.21666666666667,22.28333333333333,22.15833333333333,22.450000000000003,22.21666666666667,22.425,22.149999999999995,22.291666666666668,22.774999999999995,22.308333333333334,22.133333333333336,22.5,22.508333333333336,22.54166666666666,22.283333333333335,22.700000000000003,22.5,22.40833333333333,22.133333333333336,22.575000000000003,22.88333333333333,22.48333333333333,22.55,22.616666666666664,22.599999999999998,22.808333333333334,22.791666666666668,22.625,22.283333333333335,22.616666666666664,22.66666666666667
 DNK,8.450000000000001,6.966666666666666,6.675,7.491666666666666,6.991666666666666,7.108333333333333,8.408333333333333,7.883333333333334,7.350000000000001,6.933333333333333,8.158333333333333,7.816666666666666,8.158333333333335,8.466666666666667,8.933333333333334,7.683333333333333,7.858333333333333,7.508333333333333,6.625000000000001,7.291666666666667,7.375000000000001,8.083333333333332,8.491666666666667,7.983333333333333,6.508333333333334,7.058333333333333,6.558333333333334,8.541666666666666,9.3,9.500000000000002,8.216666666666667,9.025,7.683333333333333,8.625,8.333333333333334,6.800000000000001,8.424999999999999,8.133333333333333,8.841666666666667,9.225,8.208333333333334,9.058333333333334,8.591666666666665,8.641666666666667,8.7,9.274999999999999,9.441666666666666,9.491666666666667,8.808333333333332,7.016666666666666,9.0,8.408333333333333,8.525,10.1,9.233333333333334,9.008333333333333,8.9,9.508333333333333,9.541666666666666,9.975
 DOM,23.691666666666666,23.733333333333334,23.83333333333334,23.808333333333334,23.391666666666666,23.616666666666664,23.341666666666665,23.325,23.791666666666668,23.558333333333334,23.333333333333332,23.64166666666667,23.741666666666664,23.258333333333336,23.383333333333336,23.133333333333336,23.625,23.583333333333332,23.58333333333333,24.141666666666666,23.975000000000005,23.741666666666664,24.241666666666664,23.599999999999998,23.549999999999997,23.708333333333332,24.21666666666667,24.041666666666668,23.75,24.066666666666666,24.066666666666663,24.183333333333334,24.150000000000002,24.375,24.3,23.883333333333336,24.316666666666663,24.525000000000006,24.000000000000004,23.966666666666665,24.200000000000003,24.35833333333333,24.333333333333332,24.033333333333335,24.033333333333335,24.191666666666674,23.958333333333332,23.583333333333332,23.95,23.966666666666665,23.558333333333337,24.05,24.158333333333335,24.458333333333332,24.725000000000005,24.566666666666663,24.375000000000004,24.25,24.558333333333334,24.541666666666668
 DZA,22.774999999999995,22.53333333333333,22.55,22.625,22.425,22.641666666666666,22.400000000000002,22.625,22.600000000000005,22.616666666666674,22.166666666666668,22.2,22.38333333333333,22.116666666666664,22.208333333333332,22.016666666666666,22.599999999999998,22.575000000000003,22.76666666666667,22.566666666666663,22.741666666666664,22.725000000000005,22.95,22.53333333333333,22.825000000000003,22.649999999999995,23.208333333333332,22.899999999999995,23.00833333333333,23.216666666666665,22.41666666666666,22.400000000000002,22.658333333333335,23.066666666666666,23.183333333333334,22.908333333333328,23.283333333333335,23.108333333333334,23.28333333333333,23.208333333333332,23.441666666666666,23.33333333333334,23.441666666666666,23.191666666666663,23.166666666666668,23.358333333333334,23.191666666666663,23.066666666666663,23.474999999999998,23.708333333333332,23.399999999999995,23.383333333333336,23.09166666666667,23.558333333333337,23.416666666666668,23.649999999999995,23.49166666666667,23.108333333333334,23.275000000000002,23.41666666666667
 ECU,21.208333333333332,21.241666666666667,21.441666666666666,20.974999999999998,21.558333333333337,21.3,20.900000000000002,20.925,21.808333333333334,21.258333333333336,20.8,22.083333333333332,20.966666666666665,20.583333333333332,20.55,21.216666666666665,21.375,21.308333333333334,21.575,21.458333333333332,21.441666666666666,22.066666666666666,22.5,21.375,21.125000000000004,21.425,21.95,21.216666666666665,21.058333333333334,21.641666666666666,21.658333333333335,21.825,21.63333333333333,21.48333333333333,21.766666666666666,21.133333333333336,22.26666666666667,22.36666666666667,21.116666666666667,21.058333333333334,21.15833333333333,21.683333333333334,21.525000000000002,21.558333333333334,21.416666666666668,21.533333333333335,20.974999999999998,21.308333333333334,21.833333333333332,21.583333333333332,21.375,21.575,21.333333333333332,21.858333333333334,22.36666666666667,22.191666666666663,21.96666666666667,21.75,22.225000000000005,22.05
 EGY,21.61666666666667,22.78333333333333,22.791666666666668,21.53333333333333,21.916666666666668,22.641666666666666,21.45833333333333,22.291666666666668,22.59166666666667,21.883333333333336,21.866666666666664,22.016666666666666,21.941666666666663,22.058333333333337,21.891666666666666,22.058333333333337,21.966666666666665,22.150000000000002,22.758333333333336,22.308333333333337,22.066666666666666,21.683333333333334,21.45,22.124999999999996,22.458333333333332,22.308333333333334,22.2,22.483333333333334,22.20833333333333,22.45,22.400000000000002,21.775000000000002,22.566666666666663,22.599999999999998,22.53333333333333,22.75,22.26666666666667,23.025000000000002,23.075,22.241666666666664,22.983333333333338,23.108333333333334,22.925,22.88333333333333,22.849999999999994,22.858333333333334,22.98333333333333,23.308333333333334,23.150000000000002,24.433333333333334,22.708333333333332,23.366666666666664,23.274999999999995,23.508333333333336,23.291666666666668,23.691666666666674,23.15833333333333,23.974999999999994,23.241666666666664,23.08333333333333
 ERI,25.36666666666667,25.816666666666666,26.174999999999997,25.308333333333334,25.89166666666667,26.125,25.333333333333332,25.533333333333328,26.483333333333334,26.058333333333334,25.450000000000006,25.933333333333334,26.458333333333332,25.983333333333334,26.108333333333334,26.441666666666666,26.158333333333335,26.416666666666668,26.749999999999996,26.941666666666663,26.274999999999995,26.133333333333336,26.258333333333336,26.691666666666663,26.491666666666664,26.391666666666666,26.350000000000005,26.025000000000002,25.683333333333334,26.491666666666664,26.51666666666667,25.841666666666665,26.433333333333337,26.349999999999998,26.183333333333334,26.650000000000002,26.583333333333332,26.900000000000002,26.808333333333337,26.75,26.86666666666667,27.225000000000005,26.941666666666666,26.833333333333332,27.11666666666667,26.808333333333334,26.716666666666665,26.875,27.541666666666668,27.683333333333334,27.066666666666666,27.25833333333333,27.341666666666665,27.0,27.549999999999997,27.583333333333332,27.36666666666667,27.23333333333333,26.975000000000005,26.650000000000002
 ESP,13.733333333333334,12.925000000000002,12.533333333333333,13.20833333333333,12.758333333333335,13.141666666666666,12.891666666666667,13.125,12.450000000000001,12.966666666666667,12.441666666666668,12.133333333333333,12.766666666666666,12.658333333333331,12.691666666666665,12.733333333333336,12.775,12.933333333333335,13.025,12.825000000000001,13.416666666666666,13.424999999999999,13.399999999999999,12.683333333333332,13.316666666666665,13.116666666666667,13.566666666666665,13.375,14.166666666666666,13.991666666666669,13.283333333333333,13.283333333333333,12.875000000000002,13.891666666666666,14.225,13.4,14.299999999999997,13.833333333333334,13.716666666666667,13.783333333333331,13.841666666666667,13.824999999999998,14.224999999999996,13.75,13.574999999999996,14.33333333333333,13.641666666666667,13.600000000000001,14.233333333333333,13.533333333333333,14.341666666666667,13.83333333333333,13.65,14.483333333333333,14.424999999999999,14.283333333333331,14.525,14.141666666666667,14.33333333333333,14.600000000000001
 EST,6.400000000000001,4.499999999999999,4.241666666666666,5.091666666666667,4.375,4.008333333333333,5.349999999999999,4.591666666666667,3.9,4.325000000000001,5.324999999999999,5.941666666666666,5.4333333333333345,6.291666666666667,6.874999999999999,3.833333333333334,4.7250000000000005,3.9166666666666674,4.783333333333334,4.508333333333333,5.116666666666667,5.541666666666667,6.174999999999998,5.858333333333334,3.533333333333333,4.95,3.3249999999999997,5.758333333333334,7.133333333333333,6.700000000000002,6.199999999999999,6.433333333333333,5.291666666666667,5.408333333333334,6.166666666666667,4.85,5.916666666666667,5.466666666666668,6.4750000000000005,7.083333333333335,6.0249999999999995,6.233333333333334,5.75,5.966666666666665,6.091666666666668,6.533333333333334,6.666666666666665,7.258333333333333,6.016666666666667,4.8999999999999995,6.875,5.599999999999999,6.758333333333333,6.95,7.383333333333334,6.491666666666666,6.233333333333333,6.983333333333334,7.191666666666666,8.141666666666667
 ETH,21.983333333333334,22.016666666666666,22.233333333333334,21.833333333333332,22.21666666666667,22.3,21.808333333333337,21.84166666666667,22.558333333333334,22.491666666666664,21.975000000000005,22.40833333333333,22.799999999999997,22.158333333333335,22.28333333333333,22.591666666666665,22.575,22.608333333333334,22.741666666666664,23.049999999999997,22.391666666666666,22.524999999999995,22.75,22.575000000000003,22.433333333333334,22.625,22.816666666666674,22.64166666666667,22.099999999999998,22.700000000000003,22.816666666666666,22.466666666666665,22.48333333333333,22.583333333333332,22.783333333333335,22.825,22.799999999999997,23.058333333333334,22.474999999999998,22.816666666666666,22.958333333333332,23.400000000000002,23.13333333333333,23.083333333333332,23.175,23.100000000000005,22.983333333333334,22.900000000000002,23.625,23.341666666666665,23.25,23.058333333333334,23.408333333333335,23.166666666666668,23.600000000000005,23.599999999999998,23.308333333333334,22.933333333333337,23.11666666666667,22.974999999999998
 FIN,2.850000000000001,0.8166666666666668,1.158333333333333,1.791666666666666,0.7916666666666664,-0.3833333333333328,1.8833333333333335,0.358333333333333,0.4250000000000001,1.0583333333333336,0.7583333333333332,2.7166666666666672,1.525000000000001,3.1916666666666664,2.866666666666667,0.30833333333333285,1.025,-0.016666666666666014,1.275,0.7166666666666665,0.7166666666666671,1.7333333333333332,1.8333333333333333,2.283333333333334,-0.6083333333333331,1.0416666666666667,-0.2916666666666665,1.6749999999999998,3.4666666666666672,2.816666666666667,2.183333333333333,2.591666666666667,1.6500000000000004,1.6083333333333325,2.216666666666667,1.5249999999999997,2.1166666666666667,1.1166666666666663,2.1750000000000003,3.3416666666666663,1.9083333333333325,2.0500000000000003,2.3249999999999997,2.425,3.091666666666667,2.775000000000001,2.9416666666666664,3.0583333333333336,2.3000000000000003,0.9750000000000004,3.4250000000000003,1.7000000000000004,3.2750000000000004,3.391666666666666,3.6500000000000004,3.1166666666666667,2.4499999999999997,3.191666666666666,2.6750000000000003,4.208333333333334
 FJI,24.174999999999997,23.916666666666668,23.95,24.058333333333334,23.391666666666666,23.650000000000002,23.708333333333332,23.825000000000003,23.950000000000003,23.933333333333334,23.833333333333332,23.724999999999998,24.233333333333338,24.016666666666666,24.09166666666667,23.933333333333334,23.874999999999996,23.8,23.883333333333336,23.825000000000003,24.11666666666667,24.01666666666667,24.150000000000002,24.325,24.316666666666666,23.86666666666666,23.816666666666663,24.46666666666667,24.033333333333328,24.233333333333334,23.95,23.883333333333336,23.58333333333333,23.875,24.166666666666668,24.23333333333333,24.150000000000002,24.46666666666667,24.224999999999998,24.416666666666668,24.525000000000006,24.10833333333333,24.316666666666666,24.333333333333332,24.441666666666666,24.183333333333334,24.708333333333332,24.24166666666667,24.083333333333332,24.566666666666666,24.375,24.125,24.36666666666667,24.200000000000003,24.13333333333333,24.59166666666667,24.60833333333333,24.441666666666666,24.641666666666662,24.933333333333334
 FRA,11.408333333333333,9.866666666666665,9.441666666666666,10.533333333333333,10.033333333333333,10.850000000000001,10.741666666666667,10.366666666666665,10.300000000000002,10.425,10.441666666666665,10.15,10.433333333333332,10.725000000000001,10.625000000000002,10.975000000000001,10.641666666666667,10.141666666666666,10.375,9.983333333333333,10.65,11.366666666666669,11.108333333333333,10.441666666666666,10.091666666666665,10.341666666666667,10.241666666666667,11.183333333333332,11.758333333333335,11.79166666666667,10.783333333333333,11.133333333333335,10.799999999999999,12.016666666666666,11.616666666666669,10.608333333333333,11.875000000000002,11.35,11.725000000000001,11.9,11.424999999999999,11.891666666666666,11.891666666666667,11.408333333333333,11.358333333333333,11.958333333333334,11.691666666666668,11.375000000000002,11.716666666666667,10.649999999999999,12.35,11.566666666666668,11.108333333333333,12.516666666666667,12.183333333333335,11.791666666666664,11.983333333333333,12.658333333333333,12.416666666666666,12.799999999999999
 FRO,6.5249999999999995,5.7,5.841666666666668,6.341666666666666,5.283333333333334,5.449999999999999,5.608333333333334,5.183333333333334,5.1,5.358333333333334,5.8999999999999995,6.583333333333333,5.466666666666666,6.391666666666667,5.808333333333334,6.224999999999999,5.741666666666667,5.7250000000000005,4.625,5.841666666666665,5.108333333333333,5.891666666666667,5.491666666666667,6.366666666666667,5.491666666666667,5.7250000000000005,6.183333333333333,5.758333333333334,6.133333333333333,6.266666666666667,6.608333333333333,6.208333333333333,5.758333333333333,5.916666666666668,5.658333333333332,6.058333333333334,6.499999999999999,5.925000000000001,6.141666666666667,6.2250000000000005,6.241666666666667,6.841666666666668,7.208333333333333,6.883333333333334,6.383333333333332,7.016666666666667,6.658333333333332,6.516666666666667,6.949999999999999,6.199999999999999,6.766666666666666,6.316666666666666,6.424999999999998,7.474999999999999,6.466666666666665,6.941666666666666,7.058333333333334,6.725000000000001,6.7749999999999995,6.800000000000001
 FSM,26.141666666666666,26.174999999999997,26.141666666666666,26.066666666666663,25.958333333333332,26.283333333333335,26.116666666666674,26.04166666666666,26.099999999999998,26.433333333333337,26.016666666666666,26.158333333333335,26.516666666666666,26.241666666666664,26.21666666666667,26.141666666666666,26.641666666666666,26.58333333333334,26.625000000000004,26.633333333333336,26.841666666666665,26.63333333333333,26.900000000000002,26.858333333333334,26.674999999999997,26.66666666666667,26.7,26.733333333333334,26.500000000000004,26.541666666666668,26.366666666666664,26.458333333333332,26.166666666666668,26.458333333333332,26.599999999999998,26.424999999999997,26.141666666666666,26.266666666666666,26.0,26.549999999999997,26.71666666666667,26.758333333333336,26.600000000000005,26.75833333333333,26.858333333333334,26.75,26.73333333333333,26.458333333333332,26.53333333333333,26.40833333333333,26.475000000000005,26.724999999999998,27.099999999999998,26.708333333333332,26.799999999999997,27.15833333333333,27.241666666666664,27.05,27.075,27.21666666666667
 GAB,25.025000000000002,25.124999999999996,25.391666666666666,25.09166666666667,25.083333333333332,25.416666666666668,25.116666666666664,25.091666666666665,25.341666666666665,25.21666666666667,24.825,24.791666666666668,25.025000000000002,24.54166666666667,24.583333333333332,24.308333333333334,24.775000000000002,24.683333333333334,25.183333333333334,25.066666666666663,24.999999999999996,24.75,25.20833333333334,25.25,24.925,24.849999999999998,25.416666666666668,25.166666666666668,25.141666666666662,25.241666666666664,25.09166666666667,24.816666666666666,24.983333333333334,24.958333333333332,25.21666666666667,24.966666666666665,25.00833333333333,25.733333333333334,25.175,25.133333333333336,25.266666666666666,25.45833333333334,25.441666666666663,25.399999999999995,25.458333333333332,25.474999999999998,25.45,25.28333333333333,25.416666666666668,25.65833333333333,25.258333333333336,25.349999999999998,25.391666666666666,25.391666666666662,25.54166666666666,25.833333333333332,25.508333333333336,25.708333333333332,25.575,25.883333333333336
 GBR,8.649999999999999,7.533333333333332,7.366666666666666,8.299999999999999,7.741666666666667,8.208333333333334,8.475,8.158333333333333,8.075000000000001,8.3,8.750000000000002,8.158333333333333,8.433333333333334,8.424999999999999,8.808333333333334,8.783333333333333,8.308333333333332,8.241666666666665,7.625000000000001,8.299999999999999,8.108333333333334,8.608333333333334,8.741666666666667,8.558333333333334,7.7250000000000005,7.591666666666666,8.008333333333333,8.733333333333333,9.241666666666665,9.358333333333333,8.508333333333335,8.708333333333334,8.308333333333332,8.858333333333333,9.208333333333334,8.2,9.358333333333333,9.1,9.275,8.983333333333333,8.766666666666667,9.358333333333333,9.366666666666667,9.3,9.291666666666666,9.516666666666667,9.483333333333334,9.0,9.091666666666669,7.983333333333333,9.375,8.733333333333334,8.683333333333332,9.766666666666667,9.008333333333333,9.191666666666668,9.441666666666668,9.299999999999999,9.366666666666667,9.516666666666667
 GEO,7.425,8.108333333333334,7.074999999999999,6.1499999999999995,6.583333333333332,8.975,6.466666666666666,7.2,6.2416666666666645,7.666666666666665,7.341666666666666,6.383333333333334,6.25,6.658333333333334,7.291666666666667,6.141666666666667,6.658333333333332,6.900000000000001,8.033333333333333,7.141666666666667,7.975000000000001,6.308333333333333,6.941666666666666,6.891666666666666,6.558333333333334,7.266666666666666,6.675000000000001,6.699999999999999,7.641666666666667,7.258333333333334,7.158333333333334,5.491666666666667,5.8,6.966666666666668,7.558333333333334,7.466666666666668,6.950000000000002,8.041666666666666,8.166666666666666,7.599999999999999,8.325000000000001,7.258333333333334,7.216666666666666,7.416666666666667,7.516666666666667,7.6916666666666655,7.375000000000001,7.333333333333333,7.650000000000002,9.333333333333332,6.958333333333332,7.925,7.741666666666667,8.525,8.266666666666667,7.841666666666668,8.000000000000002,9.216666666666667,8.608333333333333,8.575000000000001
 GHA,27.0,26.98333333333333,27.3,26.875,27.000000000000004,27.333333333333332,27.0,27.225000000000005,27.541666666666668,27.39166666666667,26.616666666666664,26.900000000000002,27.391666666666666,26.7,26.558333333333337,26.5,27.16666666666666,26.891666666666666,27.183333333333334,27.066666666666666,27.516666666666662,27.283333333333335,27.791666666666668,27.65833333333333,27.49166666666667,27.383333333333336,27.808333333333334,27.308333333333326,27.016666666666666,27.39166666666667,27.24166666666667,27.08333333333334,27.25,27.225000000000005,27.483333333333334,27.425,27.433333333333334,27.983333333333334,27.349999999999998,27.508333333333336,27.59166666666667,27.683333333333334,27.74166666666667,27.625,27.916666666666668,27.774999999999995,27.76666666666667,27.441666666666666,27.79166666666667,28.091666666666658,27.783333333333335,27.558333333333337,27.71666666666667,27.849999999999998,27.974999999999998,28.224999999999998,28.075,27.983333333333334,27.816666666666666,28.116666666666664
 GIN,25.38333333333333,25.433333333333334,25.74166666666667,25.425,25.3,25.600000000000005,25.26666666666667,25.599999999999998,26.0,25.791666666666668,25.350000000000005,25.641666666666666,25.875,25.241666666666664,25.066666666666666,25.016666666666666,25.625,25.424999999999997,25.683333333333337,25.891666666666666,25.75,25.416666666666668,26.08333333333334,25.691666666666674,25.675,25.358333333333334,26.116666666666664,25.75,25.566666666666663,25.825,25.90833333333333,25.650000000000002,25.86666666666667,25.5,25.75,25.958333333333332,25.908333333333335,26.5,25.641666666666666,25.783333333333335,26.075,26.325000000000003,26.208333333333332,26.358333333333334,26.400000000000002,26.2,26.29166666666666,26.058333333333337,26.03333333333333,26.53333333333333,26.275000000000002,26.0,26.2,26.125,26.34166666666667,26.583333333333332,26.53333333333333,26.375,26.11666666666667,26.625
 GMB,27.283333333333335,27.416666666666668,27.474999999999998,27.299999999999997,26.89166666666667,27.341666666666665,26.61666666666667,26.983333333333334,27.950000000000003,27.70833333333334,26.7,27.133333333333336,27.349999999999998,26.533333333333335,26.649999999999995,26.616666666666664,27.34166666666667,27.09166666666667,27.45833333333334,27.38333333333333,27.424999999999997,26.916666666666668,27.899999999999995,27.275000000000006,27.11666666666667,27.008333333333336,27.733333333333334,27.375,27.20833333333333,27.783333333333335,27.616666666666664,27.516666666666666,27.649999999999995,27.333333333333332,27.491666666666664,27.924999999999997,28.099999999999994,28.491666666666664,27.5,27.675,28.108333333333334,28.075,28.000000000000004,28.049999999999997,28.275000000000002,27.96666666666667,28.024999999999995,28.05,27.675,28.450000000000003,27.916666666666668,27.925000000000008,28.016666666666666,27.974999999999998,28.141666666666666,28.33333333333333,28.40833333333333,27.783333333333335,27.825000000000003,28.650000000000002
 GNB,26.63333333333333,26.791666666666668,26.974999999999998,26.683333333333337,26.441666666666663,26.775000000000006,26.225000000000005,26.50833333333333,27.275000000000006,27.04166666666666,26.291666666666668,26.724999999999998,26.88333333333333,26.2,26.14166666666667,26.2,26.799999999999994,26.508333333333336,26.825,26.88333333333333,26.900000000000002,26.53333333333333,27.316666666666666,26.766666666666666,26.666666666666668,26.566666666666663,27.191666666666666,26.858333333333334,26.65833333333333,27.150000000000006,27.124999999999996,26.933333333333334,27.099999999999994,26.83333333333334,27.025000000000002,27.349999999999998,27.53333333333333,27.95833333333333,26.95,27.099999999999998,27.483333333333338,27.533333333333335,27.466666666666665,27.566666666666666,27.724999999999998,27.433333333333337,27.500000000000004,27.50833333333334,27.15833333333333,27.900000000000002,27.458333333333332,27.391666666666666,27.48333333333333,27.441666666666666,27.625,27.833333333333332,27.849999999999998,27.33333333333334,27.308333333333334,28.108333333333334
 GNQ,24.166666666666668,24.258333333333336,24.59166666666667,24.208333333333332,24.183333333333334,24.533333333333335,24.26666666666667,24.233333333333334,24.441666666666663,24.38333333333333,23.95,24.008333333333336,24.36666666666667,23.883333333333336,23.875,23.65833333333333,24.150000000000002,24.09166666666667,24.366666666666664,24.341666666666665,24.099999999999994,23.941666666666663,24.25833333333333,24.34166666666667,24.05,23.933333333333334,24.600000000000005,24.316666666666666,24.308333333333334,24.433333333333334,24.25,24.025000000000002,24.183333333333334,24.175,24.425,24.208333333333332,24.191666666666674,24.933333333333334,24.391666666666666,24.358333333333334,24.425,24.641666666666666,24.649999999999995,24.641666666666666,24.599999999999998,24.650000000000002,24.600000000000005,24.425000000000008,24.591666666666665,24.775000000000002,24.45,24.5,24.541666666666668,24.558333333333334,24.75,24.941666666666663,24.700000000000003,24.833333333333332,24.7,24.95
 GRC,14.091666666666663,14.225,14.174999999999999,13.475,13.424999999999999,14.433333333333332,13.616666666666667,13.85,13.708333333333336,13.883333333333333,13.399999999999997,13.416666666666664,13.399999999999999,13.299999999999997,13.358333333333334,12.858333333333334,13.883333333333333,13.233333333333336,13.816666666666668,13.133333333333333,13.575000000000001,13.383333333333333,13.141666666666666,13.35,13.558333333333332,13.699999999999998,13.416666666666664,13.700000000000001,13.341666666666667,14.016666666666666,12.974999999999996,13.266666666666671,13.441666666666665,14.408333333333331,13.624999999999998,13.299999999999999,13.316666666666668,14.116666666666665,14.633333333333335,14.383333333333333,14.550000000000002,14.291666666666664,14.049999999999997,14.033333333333333,13.700000000000001,13.741666666666665,14.5,14.524999999999999,14.449999999999998,14.950000000000001,13.833333333333334,14.658333333333333,14.741666666666662,14.650000000000004,14.341666666666667,14.841666666666667,14.483333333333333,15.166666666666666,15.108333333333334,14.991666666666665
 GRD,26.525000000000006,26.49166666666667,26.65833333333333,26.28333333333333,26.358333333333338,26.533333333333335,26.26666666666667,26.308333333333337,26.983333333333334,26.625,26.075,26.400000000000002,26.766666666666666,26.3,26.36666666666667,26.224999999999998,26.65833333333333,26.799999999999997,26.966666666666665,27.08333333333333,27.133333333333336,26.850000000000005,27.125,26.599999999999994,26.35833333333333,26.55,27.425,27.13333333333333,26.658333333333328,27.11666666666667,27.008333333333336,26.825,27.108333333333334,26.758333333333336,27.124999999999996,26.899999999999995,27.099999999999998,27.666666666666668,27.125,26.808333333333337,27.191666666666663,27.266666666666666,27.38333333333333,27.191666666666663,27.53333333333333,27.325000000000003,27.116666666666664,27.03333333333333,27.40833333333333,27.683333333333334,27.358333333333334,27.224999999999998,27.399999999999995,27.35833333333333,27.608333333333334,27.575,27.40833333333333,27.041666666666668,27.341666666666665,27.425
 GRL,-18.150000000000002,-17.483333333333334,-17.883333333333336,-18.01666666666667,-17.599999999999998,-18.566666666666666,-18.35,-18.63333333333333,-18.224999999999998,-18.316666666666666,-18.750000000000004,-18.34166666666667,-18.45,-17.900000000000002,-18.841666666666665,-17.783333333333335,-17.96666666666667,-18.283333333333335,-18.34166666666667,-17.458333333333336,-17.591666666666665,-18.625,-19.108333333333334,-18.483333333333334,-17.766666666666666,-18.066666666666663,-18.125000000000004,-17.600000000000005,-18.825,-17.691666666666666,-17.583333333333336,-18.508333333333333,-18.433333333333334,-17.925,-17.89166666666667,-17.341666666666665,-17.691666666666666,-17.124999999999996,-17.675,-17.675,-17.408333333333335,-16.924999999999997,-16.666666666666668,-17.225,-16.233333333333334,-16.75833333333333,-16.875000000000004,-17.066666666666666,-17.116666666666667,-16.141666666666662,-16.725,-16.699999999999996,-17.383333333333333,-16.8,-17.325,-15.874999999999998,-17.05,-17.39166666666667,-16.833333333333336,-17.05
 GTM,22.883333333333336,22.60833333333333,22.650000000000002,22.808333333333334,22.733333333333334,22.641666666666666,22.583333333333332,22.40833333333333,23.09166666666667,22.76666666666667,22.733333333333338,23.258333333333336,23.11666666666667,22.683333333333337,23.175,22.858333333333334,23.258333333333336,23.125,23.116666666666664,23.325,23.116666666666664,23.383333333333336,23.599999999999998,22.849999999999998,23.15833333333333,23.141666666666666,23.433333333333334,23.400000000000002,23.108333333333334,23.333333333333332,23.425,23.25,23.175,23.5,23.508333333333336,23.125,23.616666666666664,23.858333333333338,23.058333333333337,23.28333333333333,23.599999999999998,23.75,23.849999999999998,23.79166666666666,23.733333333333334,23.650000000000002,23.55,23.599999999999998,23.974999999999998,23.399999999999995,23.791666666666668,23.849999999999998,23.733333333333334,23.708333333333332,24.174999999999997,24.283333333333335,24.075,23.524999999999995,24.025000000000006,24.341666666666665
