,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius
year,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
 RWA,18.825,18.63333333333333,18.624999999999996,18.65833333333333,18.71666666666667,18.925,18.708333333333336,18.424999999999997,19.008333333333336,18.8,18.59166666666667,18.825,18.941666666666663,18.675,18.633333333333336,18.916666666666668,18.98333333333333,18.916666666666668,18.825,18.958333333333332,18.958333333333332,19.033333333333335,19.233333333333334,18.925,18.808333333333334,18.89166666666667,19.374999999999996,19.15,18.708333333333332,19.10833333333333,19.075,19.049999999999997,19.03333333333333,19.116666666666667,19.375,19.124999999999996,19.31666666666667,19.25833333333333,19.299999999999997,19.50833333333333,19.566666666666666,19.8,19.81666666666667,19.55,19.566666666666666,19.45,19.48333333333333,19.375000000000004,19.841666666666665,19.799999999999997,19.325,19.225,19.40833333333333,19.216666666666665,19.28333333333333,19.533333333333335,19.674999999999997,19.275,19.491666666666667,19.333333333333332
 SAU,24.325,25.158333333333335,24.99166666666667,24.083333333333332,24.750000000000004,25.05,23.96666666666667,24.491666666666664,24.975000000000005,24.758333333333336,24.35833333333333,24.066666666666666,24.533333333333328,24.400000000000006,24.333333333333332,24.316666666666666,24.691666666666666,24.72500000000001,25.125,24.858333333333334,24.891666666666666,24.166666666666668,24.14166666666667,24.591666666666665,24.875,24.725000000000005,25.075,24.908333333333335,24.474999999999998,24.999999999999996,24.741666666666664,24.03333333333333,24.758333333333336,25.124999999999996,24.925,25.291666666666668,24.70833333333333,25.658333333333335,25.774999999999995,25.28333333333333,25.59166666666667,25.483333333333334,25.54166666666667,25.40833333333333,25.325,25.458333333333332,25.525000000000002,25.483333333333334,25.75,26.5,25.400000000000006,25.758333333333336,25.416666666666668,25.699999999999992,25.899999999999995,25.916666666666668,25.88333333333333,26.13333333333333,25.88333333333334,25.749999999999996
 SDN,25.716666666666665,26.55,26.825000000000003,25.84166666666667,26.308333333333337,26.750000000000004,25.808333333333334,26.191666666666666,27.158333333333335,26.433333333333337,26.083333333333332,26.558333333333326,27.03333333333333,26.599999999999998,26.741666666666674,27.224999999999998,26.558333333333334,26.916666666666668,27.533333333333335,27.474999999999998,27.241666666666664,26.98333333333333,26.916666666666668,27.699999999999992,27.508333333333336,27.21666666666667,27.441666666666666,27.091666666666672,26.775000000000002,27.549999999999997,27.274999999999995,26.48333333333333,27.450000000000003,27.008333333333326,27.000000000000004,27.49166666666667,27.516666666666666,27.691666666666663,27.641666666666666,27.45,27.558333333333337,27.783333333333335,27.76666666666667,27.916666666666668,28.099999999999998,27.783333333333335,27.7,27.983333333333334,28.475000000000005,28.941666666666666,27.766666666666666,27.966666666666665,28.049999999999997,27.86666666666667,28.216666666666665,28.275000000000002,27.98333333333333,27.958333333333332,27.816666666666666,27.200000000000003
 SEN,27.99166666666666,27.991666666666664,28.116666666666664,27.891666666666666,27.46666666666667,27.958333333333332,27.299999999999997,27.70833333333333,28.63333333333334,28.433333333333337,27.491666666666664,27.891666666666666,28.133333333333336,27.21666666666667,27.433333333333337,27.333333333333332,28.150000000000002,27.858333333333334,28.3,28.175,28.174999999999997,27.63333333333333,28.691666666666674,28.033333333333335,27.899999999999995,27.71666666666667,28.500000000000004,28.033333333333335,27.924999999999997,28.45833333333333,28.29166666666667,28.183333333333337,28.391666666666666,27.950000000000003,28.208333333333332,28.60833333333333,28.71666666666667,29.150000000000006,28.058333333333337,28.333333333333332,28.775000000000002,28.775000000000002,28.675000000000008,28.758333333333336,28.908333333333335,28.666666666666668,28.700000000000003,28.724999999999998,28.375,29.175,28.641666666666666,28.558333333333337,28.724999999999994,28.64166666666667,28.88333333333333,29.041666666666668,29.091666666666665,28.54166666666667,28.566666666666674,29.316666666666663
 SGP,26.599999999999998,26.49166666666666,26.683333333333334,26.574999999999992,26.50833333333333,26.683333333333334,26.441666666666666,26.541666666666668,26.799999999999997,26.691666666666666,26.38333333333333,26.78333333333333,26.808333333333334,26.425000000000008,26.34166666666667,26.425,26.708333333333332,26.833333333333332,26.91666666666667,26.84166666666667,26.99166666666667,27.024999999999995,27.316666666666674,26.549999999999994,26.816666666666663,26.95,27.291666666666668,27.15833333333333,26.933333333333334,27.375,27.325000000000003,27.258333333333336,27.191666666666663,27.258333333333336,27.366666666666664,27.308333333333334,27.691666666666674,27.975000000000005,27.283333333333342,27.458333333333332,27.566666666666663,27.908333333333328,27.60833333333333,27.59166666666667,27.591666666666665,27.433333333333337,27.416666666666668,27.283333333333335,27.524999999999995,27.833333333333332,27.525000000000002,27.61666666666667,27.766666666666666,27.775000000000002,27.88333333333333,28.091666666666665,27.7,27.741666666666664,28.11666666666667,27.933333333333334
 SLB,25.36666666666667,25.48333333333333,25.349999999999998,25.525000000000002,25.058333333333337,25.525000000000002,25.36666666666667,25.349999999999998,25.566666666666666,25.608333333333334,25.358333333333334,25.48333333333333,25.816666666666674,25.474999999999998,25.224999999999998,25.183333333333334,25.40833333333333,25.433333333333334,25.608333333333334,25.58333333333333,25.75,25.61666666666667,25.74166666666667,25.716666666666665,25.75,25.833333333333332,26.041666666666668,25.941666666666666,25.875,26.208333333333332,25.633333333333336,25.608333333333334,25.591666666666665,25.59166666666667,25.650000000000002,25.641666666666666,25.575000000000003,25.691666666666663,25.674999999999997,25.691666666666666,25.575000000000003,25.599999999999998,25.599999999999998,25.65833333333333,25.650000000000002,25.63333333333333,25.608333333333334,25.575000000000003,25.650000000000002,25.71666666666667,25.575000000000003,25.575000000000003,25.575000000000003,25.575000000000003,25.575000000000003,25.575000000000003,25.575000000000003,25.575000000000003,25.575000000000003,25.575000000000003
 SLE,25.783333333333335,25.85833333333333,26.14166666666667,25.791666666666668,25.674999999999997,25.983333333333338,25.825,25.98333333333333,26.291666666666668,26.13333333333333,25.691666666666663,26.10833333333333,26.358333333333334,25.88333333333333,25.691666666666666,25.599999999999998,26.13333333333333,25.941666666666666,26.25833333333333,26.241666666666664,26.183333333333337,26.016666666666666,26.46666666666667,26.2,26.025000000000002,25.84166666666667,26.59166666666667,26.233333333333334,26.099999999999998,26.3,26.34166666666667,26.125,26.274999999999995,26.025000000000002,26.241666666666664,26.39166666666667,26.33333333333333,26.86666666666667,26.14166666666667,26.258333333333336,26.483333333333334,26.658333333333335,26.575000000000003,26.691666666666666,26.733333333333334,26.683333333333337,26.75833333333333,26.458333333333332,26.383333333333336,26.841666666666665,26.666666666666668,26.45,26.599999999999998,26.499999999999996,26.683333333333334,26.974999999999998,26.883333333333336,26.725000000000005,26.575000000000006,26.99166666666667
 SLV,24.5,24.183333333333334,24.358333333333334,24.483333333333334,24.491666666666664,24.433333333333334,24.149999999999995,23.941666666666666,24.583333333333332,24.3,24.166666666666668,24.7,24.575000000000003,24.141666666666666,24.46666666666667,24.350000000000005,24.833333333333332,24.716666666666665,24.7,24.933333333333337,24.625,24.84166666666667,25.174999999999997,24.391666666666666,24.683333333333334,24.708333333333332,25.21666666666667,25.066666666666663,24.750000000000004,24.95833333333333,25.091666666666665,25.025000000000002,24.941666666666666,25.15833333333333,25.108333333333334,24.666666666666668,25.21666666666667,25.416666666666668,24.55,24.84166666666667,25.200000000000003,25.375,25.441666666666666,25.341666666666665,25.225000000000005,25.25833333333333,25.166666666666668,25.13333333333333,25.508333333333336,25.099999999999998,25.216666666666665,25.291666666666668,25.28333333333333,25.38333333333333,25.708333333333332,25.75833333333333,25.558333333333334,25.049999999999997,25.516666666666666,25.76666666666667
 SOM,26.749999999999996,26.733333333333338,26.558333333333326,26.28333333333333,26.45833333333333,26.725000000000005,26.433333333333334,26.283333333333335,27.05,27.099999999999998,26.591666666666665,26.85833333333333,27.066666666666666,26.675,26.683333333333334,26.91666666666666,26.874999999999996,26.900000000000002,26.874999999999996,27.10833333333333,26.775000000000002,26.775000000000002,26.966666666666665,26.591666666666665,26.724999999999998,26.849999999999998,27.11666666666667,27.025000000000002,26.641666666666666,26.924999999999997,26.975000000000005,26.89166666666667,26.733333333333334,26.825,27.03333333333333,27.016666666666666,26.916666666666668,27.200000000000003,26.825000000000003,26.950000000000003,26.99166666666667,27.25833333333333,27.2,27.05,27.049999999999997,27.09166666666667,27.025000000000002,26.84166666666667,27.416666666666668,27.09166666666667,27.141666666666666,27.03333333333333,27.25833333333333,27.216666666666665,27.39166666666667,27.474999999999998,27.308333333333334,26.983333333333334,27.325,27.150000000000002
 SRB,10.908333333333331,9.983333333333333,10.01666666666667,9.683333333333334,9.691666666666668,10.825000000000001,10.325000000000001,10.475,9.833333333333332,10.041666666666666,10.191666666666666,10.366666666666665,9.966666666666667,10.283333333333333,10.416666666666666,9.566666666666665,10.649999999999999,9.533333333333331,10.6,9.325,10.25,10.441666666666666,10.541666666666666,9.908333333333335,9.683333333333334,10.258333333333333,10.008333333333333,10.558333333333332,10.641666666666667,11.091666666666669,9.833333333333334,10.883333333333335,10.341666666666665,11.725,10.483333333333334,10.000000000000002,10.2,10.683333333333335,10.916666666666666,11.858333333333333,10.883333333333335,11.675000000000002,10.833333333333334,10.708333333333334,10.166666666666666,10.858333333333333,11.958333333333334,11.891666666666666,11.774999999999999,11.016666666666666,11.166666666666666,11.774999999999999,11.741666666666665,12.233333333333333,12.041666666666666,11.641666666666666,11.750000000000002,12.491666666666667,12.66666666666667,12.141666666666667
 SSD,26.108333333333334,26.24166666666667,26.466666666666665,26.13333333333333,26.433333333333334,26.491666666666664,26.075,26.2,26.875,26.641666666666666,26.258333333333336,26.65833333333333,27.016666666666666,26.516666666666666,26.658333333333335,26.86666666666667,26.825,26.983333333333334,27.13333333333333,27.333333333333332,27.441666666666663,27.349999999999998,27.549999999999997,27.63333333333333,27.34166666666667,27.5,27.816666666666666,27.349999999999998,26.7,27.683333333333326,27.358333333333334,26.849999999999998,27.308333333333334,26.966666666666665,27.24166666666667,27.28333333333333,27.55,27.566666666666666,27.075000000000003,27.58333333333333,27.64166666666667,28.033333333333335,27.941666666666674,28.11666666666667,28.274999999999995,28.058333333333334,28.216666666666665,28.224999999999998,28.900000000000002,28.63333333333334,27.925000000000008,27.525000000000002,27.850000000000005,27.541666666666668,27.858333333333338,27.95,27.641666666666666,27.46666666666667,27.599999999999998,27.299999999999997
 STP,22.833333333333332,22.866666666666664,23.25833333333333,22.883333333333336,22.850000000000005,23.200000000000003,22.925,22.875,23.058333333333334,23.008333333333336,22.63333333333333,22.566666666666666,23.000000000000004,22.51666666666667,22.5,22.283333333333335,22.775000000000002,22.725000000000005,22.933333333333334,22.958333333333332,22.75,22.575,22.89166666666667,23.05,22.683333333333337,22.608333333333334,23.233333333333334,23.0,22.983333333333334,22.891666666666666,22.91666666666667,22.708333333333332,22.90833333333333,22.849999999999998,23.125,22.933333333333337,22.791666666666668,23.46666666666667,23.099999999999998,23.150000000000002,23.166666666666668,23.374999999999996,23.40833333333333,23.174999999999997,23.25,23.3,23.3,23.150000000000002,23.23333333333333,23.424999999999997,23.108333333333334,23.183333333333337,23.21666666666667,23.299999999999997,23.366666666666664,23.458333333333332,23.374999999999996,23.533333333333335,23.358333333333334,23.416666666666668
 SUR,25.583333333333332,25.60833333333333,25.775000000000002,25.916666666666668,25.666666666666668,25.90833333333333,25.474999999999998,25.475000000000005,26.00833333333333,25.65833333333333,25.416666666666668,25.90833333333333,26.03333333333333,25.608333333333334,25.650000000000002,25.691666666666666,26.04166666666667,26.016666666666666,26.224999999999998,26.191666666666666,25.733333333333334,25.66666666666667,25.83333333333334,25.241666666666664,25.441666666666666,25.849999999999998,26.34166666666667,25.900000000000002,25.524999999999995,25.891666666666666,25.675,25.433333333333334,25.433333333333334,25.575,26.13333333333333,25.96666666666667,26.21666666666667,26.599999999999998,25.941666666666663,25.91666666666667,26.066666666666666,25.866666666666664,26.308333333333326,26.116666666666664,26.391666666666666,26.116666666666664,26.02499999999999,25.891666666666666,26.149999999999995,26.425,26.024999999999995,25.933333333333334,25.916666666666668,26.125,26.450000000000003,26.41666666666667,26.266666666666666,26.04166666666666,26.34166666666667,26.400000000000002
 SVK,8.041666666666666,6.683333333333334,6.591666666666666,6.8,6.283333333333332,7.9750000000000005,7.925000000000001,7.583333333333335,6.916666666666665,7.033333333333335,7.508333333333334,7.55,7.358333333333332,8.0,8.175,7.199999999999999,7.766666666666667,6.658333333333334,7.575,6.300000000000001,7.641666666666667,7.766666666666667,8.366666666666667,7.266666666666666,6.466666666666666,7.233333333333333,6.808333333333334,7.633333333333333,8.133333333333333,8.308333333333334,7.175,8.225,7.5583333333333345,8.8,7.733333333333334,6.533333333333334,7.324999999999999,7.883333333333334,8.158333333333333,9.008333333333333,7.866666666666666,8.658333333333333,7.991666666666667,7.800000000000001,7.441666666666666,7.916666666666667,8.958333333333334,8.991666666666665,8.624999999999998,7.6000000000000005,8.341666666666667,8.525,8.466666666666667,9.583333333333334,9.324999999999998,8.758333333333335,8.583333333333334,9.558333333333335,9.675,9.166666666666666
 SVN,9.133333333333333,7.491666666666668,7.908333333333332,8.258333333333333,7.733333333333333,8.816666666666668,8.783333333333333,8.416666666666666,7.958333333333335,7.941666666666666,8.366666666666665,8.241666666666665,8.133333333333335,8.674999999999999,8.891666666666666,8.191666666666668,8.808333333333332,7.558333333333333,8.4,7.616666666666667,8.316666666666668,8.808333333333334,8.908333333333333,8.008333333333333,7.949999999999999,8.125000000000002,8.133333333333333,8.858333333333334,9.025,9.233333333333333,8.325,9.5,8.908333333333333,10.158333333333333,8.891666666666667,8.191666666666668,9.175,9.291666666666666,9.3,10.141666666666666,9.283333333333333,9.933333333333332,9.525,8.891666666666667,8.483333333333333,9.374999999999998,10.025,9.891666666666667,9.758333333333331,8.850000000000001,10.025,9.95,9.566666666666665,10.458333333333334,10.275,9.9,9.841666666666667,10.666666666666666,10.499999999999998,10.283333333333333
 SWE,2.6750000000000007,0.8166666666666668,1.3750000000000009,2.016666666666667,0.8500000000000001,0.11666666666666647,1.8333333333333333,0.8916666666666667,0.9416666666666668,0.8333333333333338,1.5083333333333335,2.4250000000000003,1.916666666666667,2.816666666666667,2.9583333333333335,1.0666666666666662,1.1916666666666664,0.6416666666666666,0.8583333333333331,0.8333333333333329,0.5833333333333336,1.925,2.1,2.15,-0.3083333333333334,1.0916666666666666,0.2750000000000002,1.9916666666666665,3.341666666666667,3.3749999999999996,2.3999999999999995,2.85,1.8916666666666668,1.7999999999999998,2.016666666666667,1.3999999999999997,2.6583333333333337,1.7749999999999997,2.4583333333333335,3.358333333333333,2.0666666666666673,2.641666666666667,2.5916666666666672,2.6333333333333333,2.983333333333333,3.191666666666667,3.008333333333333,3.2000000000000006,2.5166666666666666,0.6749999999999999,3.4166666666666665,1.9250000000000005,2.7916666666666665,3.616666666666666,3.375,2.9250000000000003,2.5916666666666663,3.025,2.741666666666666,3.9416666666666664
 SWZ,20.150000000000002,20.383333333333333,19.76666666666667,19.691666666666666,19.783333333333335,20.008333333333333,19.575,19.650000000000002,20.308333333333334,20.474999999999998,19.808333333333334,19.866666666666667,19.966666666666665,19.825,19.666666666666664,19.633333333333336,20.36666666666667,20.041666666666668,20.3,20.03333333333333,19.525000000000002,20.341666666666665,20.849999999999998,20.200000000000003,20.749999999999996,20.624999999999996,20.775000000000002,20.441666666666666,20.191666666666666,20.166666666666668,20.458333333333336,21.2,20.85833333333333,19.908333333333335,20.525000000000002,20.01666666666667,20.175,20.833333333333332,20.716666666666665,19.883333333333336,20.366666666666667,20.458333333333336,20.85833333333333,20.891666666666666,21.24166666666667,20.55,20.800000000000004,20.925,20.775000000000002,21.03333333333333,20.525,20.95,20.833333333333332,20.875,21.475000000000005,21.524999999999995,21.033333333333335,21.36666666666667,21.791666666666668,20.991666666666664
 SYC,27.275000000000006,27.075,26.741666666666664,26.78333333333333,26.741666666666664,27.200000000000003,27.166666666666668,27.025000000000002,27.36666666666667,27.34166666666667,26.675,27.01666666666667,27.241666666666664,26.433333333333334,26.691666666666666,26.816666666666666,27.224999999999998,27.316666666666666,27.225000000000005,27.28333333333333,27.275000000000002,27.483333333333334,27.5,26.71666666666667,26.916666666666668,27.224999999999998,27.725000000000005,27.36666666666667,26.983333333333338,27.241666666666664,27.391666666666662,27.01666666666667,27.03333333333333,27.350000000000005,27.408333333333335,27.041666666666668,27.650000000000002,27.733333333333334,27.2,27.149999999999995,27.366666666666664,27.433333333333337,27.5,27.25,27.399999999999995,27.500000000000004,27.691666666666663,27.383333333333336,27.75,27.933333333333334,27.766666666666662,27.724999999999998,27.73333333333333,27.725000000000005,28.091666666666665,27.891666666666666,27.858333333333338,27.775000000000002,27.908333333333335,27.866666666666664
 SYR,17.68333333333333,18.924999999999997,18.150000000000002,17.183333333333334,17.624999999999996,18.74166666666667,16.616666666666667,17.825,18.025000000000002,18.291666666666668,17.533333333333335,16.708333333333332,17.591666666666665,17.641666666666666,17.433333333333334,17.06666666666667,17.666666666666668,18.008333333333333,18.383333333333333,17.400000000000002,18.008333333333333,16.85833333333333,17.141666666666666,17.491666666666667,17.858333333333338,18.099999999999998,17.875000000000004,17.48333333333333,17.983333333333334,18.008333333333333,17.908333333333335,16.525000000000002,17.575,18.791666666666668,18.099999999999998,18.516666666666666,17.408333333333335,19.05,18.924999999999997,18.30833333333333,19.083333333333332,18.416666666666668,18.46666666666667,18.333333333333336,18.333333333333332,18.308333333333334,18.508333333333336,18.666666666666668,18.566666666666666,20.125,18.0,18.916666666666664,18.75,19.133333333333333,18.833333333333332,19.000000000000004,18.883333333333333,19.78333333333333,19.041666666666668,19.21666666666667
 TCD,25.933333333333334,26.51666666666667,26.775000000000006,26.25,26.308333333333337,26.60833333333333,26.11666666666667,26.375,27.11666666666667,26.525000000000006,26.233333333333334,26.849999999999994,27.0,26.358333333333334,26.491666666666664,26.874999999999996,26.3,26.683333333333337,27.100000000000005,27.00833333333333,26.71666666666667,26.808333333333334,26.8,27.041666666666668,26.849999999999998,26.90833333333333,27.150000000000002,26.825,26.483333333333334,27.116666666666664,27.158333333333335,26.45,26.899999999999995,26.75833333333333,27.058333333333334,27.208333333333332,27.475000000000005,27.533333333333342,27.349999999999998,27.033333333333335,27.066666666666663,27.21666666666667,27.524999999999995,27.66666666666667,27.558333333333326,27.55,27.49166666666667,27.375000000000004,28.016666666666666,28.258333333333336,27.508333333333336,27.5,27.51666666666667,27.508333333333336,27.425,27.691666666666663,27.29166666666667,27.358333333333334,27.491666666666664,27.091666666666665
 TGO,26.649999999999995,26.60833333333333,26.925,26.633333333333336,26.76666666666667,26.99166666666667,26.65833333333333,26.89166666666667,27.175,27.0,26.200000000000003,26.533333333333335,26.96666666666667,26.233333333333334,26.09166666666667,26.116666666666664,26.816666666666666,26.5,26.775000000000002,26.75833333333333,27.391666666666666,27.224999999999998,27.65833333333333,27.474999999999994,27.38333333333333,27.2,27.416666666666668,26.883333333333336,26.583333333333332,27.058333333333334,26.816666666666663,26.71666666666667,26.841666666666672,26.766666666666666,26.991666666666664,27.033333333333335,26.999999999999996,27.549999999999997,26.98333333333333,27.224999999999998,27.408333333333335,27.416666666666668,27.50833333333333,27.333333333333332,27.66666666666666,27.533333333333335,27.5,27.21666666666667,27.566666666666666,27.841666666666672,27.50833333333333,27.316666666666674,27.466666666666665,27.65833333333333,27.708333333333332,27.941666666666666,27.733333333333334,27.700000000000003,27.583333333333332,27.858333333333338
 THA,26.174999999999997,26.01666666666667,26.00833333333333,26.075,26.208333333333332,26.691666666666674,26.041666666666668,26.35833333333333,26.5,26.25,25.65833333333333,26.399999999999995,26.416666666666668,25.90833333333333,26.150000000000002,26.050000000000008,26.291666666666668,26.616666666666664,27.008333333333336,26.691666666666666,25.91666666666667,26.016666666666666,26.333333333333332,26.058333333333334,26.133333333333336,26.075,26.916666666666668,26.683333333333334,26.675,26.983333333333334,27.041666666666668,26.66666666666667,26.683333333333334,26.749999999999996,26.641666666666666,26.241666666666664,26.79166666666666,27.45,26.241666666666664,26.450000000000003,26.650000000000006,26.750000000000004,26.650000000000002,26.558333333333334,26.791666666666668,26.691666666666674,26.566666666666674,26.233333333333334,26.625,27.25,26.191666666666666,27.09166666666667,26.749999999999996,26.849999999999998,27.233333333333334,27.350000000000005,26.858333333333334,26.849999999999998,27.45833333333333,27.358333333333334
 TJK,3.216666666666667,2.891666666666667,3.6250000000000004,1.9333333333333336,2.9083333333333337,3.3083333333333336,2.6166666666666667,2.9,1.9333333333333336,3.6249999999999987,3.8250000000000006,1.6833333333333333,3.2750000000000004,2.4250000000000003,2.6166666666666663,2.733333333333334,3.5499999999999994,3.2416666666666667,3.5333333333333337,3.766666666666667,3.5999999999999996,2.758333333333334,3.5749999999999993,2.85,3.508333333333333,3.308333333333333,3.3833333333333333,4.0,2.7916666666666665,3.8083333333333336,2.9583333333333335,2.875,2.691666666666667,3.0083333333333333,3.1833333333333336,2.716666666666667,3.2583333333333333,3.366666666666666,4.116666666666666,3.9583333333333326,4.125000000000001,4.0,3.466666666666667,4.508333333333334,3.8833333333333333,4.258333333333334,4.3,3.966666666666667,3.9333333333333336,4.2,3.8416666666666663,3.191666666666667,4.308333333333334,3.491666666666667,4.2,4.558333333333333,3.966666666666667,4.266666666666667,4.175,3.641666666666667
 TKM,15.733333333333334,15.166666666666664,15.866666666666665,14.158333333333333,15.350000000000001,15.974999999999996,14.991666666666667,15.216666666666667,13.575000000000001,15.583333333333334,15.908333333333331,13.549999999999999,15.266666666666666,14.158333333333333,15.366666666666667,14.483333333333334,15.4,15.108333333333334,15.725,15.391666666666666,16.025000000000002,14.574999999999998,16.224999999999998,14.533333333333331,15.475,15.458333333333334,15.708333333333334,16.016666666666666,15.700000000000003,15.899999999999999,15.5,14.85,14.758333333333335,15.233333333333334,16.441666666666666,15.291666666666664,16.133333333333336,16.0,16.641666666666666,16.466666666666665,16.708333333333332,16.525,15.674999999999999,16.599999999999998,16.358333333333334,16.466666666666665,16.11666666666667,15.83333333333333,16.191666666666666,17.041666666666668,15.658333333333331,15.875000000000002,16.875,15.766666666666666,16.6,16.808333333333334,16.441666666666666,16.6,16.825,16.000000000000004
 TLS,24.691666666666666,24.999999999999996,24.591666666666665,24.925,24.700000000000003,24.966666666666665,24.50833333333333,24.825000000000003,24.974999999999998,25.133333333333336,24.783333333333328,24.975000000000005,25.341666666666665,24.525000000000002,24.91666666666666,24.375,24.441666666666663,25.05,25.216666666666672,25.066666666666663,25.21666666666667,24.700000000000003,25.058333333333334,24.774999999999995,24.983333333333334,25.308333333333334,25.09166666666667,25.316666666666663,25.00833333333333,25.133333333333336,25.0,25.3,25.183333333333334,24.61666666666667,24.875,24.90833333333333,24.733333333333334,25.474999999999994,24.533333333333335,24.641666666666666,24.891666666666666,25.150000000000002,25.291666666666668,24.95,25.24166666666667,24.391666666666666,24.633333333333336,24.7,24.88333333333333,24.974999999999998,24.483333333333334,24.774999999999995,25.233333333333334,25.083333333333332,25.075000000000003,25.633333333333336,25.200000000000003,25.15833333333333,25.21666666666667,25.40833333333333
 TON,24.341666666666665,24.116666666666664,24.05,24.241666666666664,23.625,24.016666666666666,24.150000000000006,24.175,24.033333333333335,24.291666666666668,24.2,24.008333333333336,24.583333333333332,24.35833333333333,24.433333333333326,24.23333333333333,24.291666666666668,24.174999999999997,24.308333333333334,24.258333333333336,24.366666666666664,24.141666666666666,24.383333333333336,24.633333333333336,24.541666666666668,24.233333333333334,24.150000000000002,24.916666666666668,24.5,24.608333333333334,24.224999999999998,24.175,23.891666666666666,24.183333333333326,24.591666666666672,24.725000000000005,24.333333333333332,24.883333333333336,24.558333333333334,24.791666666666668,25.016666666666666,24.424999999999997,24.641666666666662,24.64166666666667,24.641666666666666,24.441666666666663,24.558333333333334,24.450000000000003,24.408333333333328,24.491666666666664,24.924999999999997,24.433333333333334,24.558333333333334,24.60833333333333,24.391666666666666,25.041666666666668,25.01666666666667,24.5,24.683333333333337,25.025000000000002
 TTO,25.833333333333332,25.75,25.950000000000003,25.608333333333334,25.59166666666667,25.825,25.483333333333338,25.575000000000003,26.299999999999997,25.849999999999998,25.38333333333333,25.608333333333334,25.98333333333333,25.53333333333333,25.575000000000003,25.5,25.98333333333333,26.099999999999998,26.25833333333333,26.3,26.30833333333334,26.016666666666666,26.216666666666665,25.683333333333334,25.50833333333333,25.825,26.7,26.35833333333333,25.808333333333334,26.174999999999997,26.191666666666666,25.891666666666666,26.224999999999994,25.933333333333334,26.375,26.058333333333337,26.183333333333337,26.84166666666667,26.324999999999992,25.941666666666666,26.208333333333332,26.158333333333335,26.599999999999998,26.266666666666666,26.566666666666666,26.48333333333333,26.224999999999998,26.24166666666667,26.55,26.875000000000004,26.400000000000002,26.150000000000002,26.28333333333333,26.424999999999997,26.79166666666666,26.75,26.591666666666665,26.250000000000004,26.566666666666666,26.650000000000006
 TUN,19.491666666666664,19.15833333333333,19.133333333333333,19.23333333333333,19.133333333333333,19.34166666666667,19.233333333333334,19.433333333333334,18.958333333333332,19.208333333333332,18.88333333333333,18.783333333333335,19.066666666666666,18.883333333333333,18.900000000000002,18.408333333333335,19.691666666666666,18.883333333333333,19.383333333333336,18.675,19.566666666666666,19.933333333333334,19.708333333333332,19.14166666666667,19.833333333333332,19.749999999999996,19.96666666666667,20.224999999999998,19.900000000000002,20.13333333333333,19.10833333333333,19.233333333333338,19.666666666666668,20.658333333333335,19.975,19.724999999999998,20.433333333333334,19.974999999999998,20.766666666666666,20.316666666666666,20.75,20.475,20.691666666666666,20.158333333333335,19.99166666666667,20.55,20.383333333333333,20.441666666666666,20.325,20.575,20.258333333333336,20.749999999999996,20.416666666666668,20.90833333333333,20.575,20.866666666666667,20.51666666666667,20.516666666666666,20.541666666666664,20.691666666666666
